id,1A,1B,2
KX595355,NA-NA,NA-NA,NA-NA
KX595354,NA-NA,NA-NA,NA-NA
KX595353,NA-NA,NA-NA,NA-NA
KX595352,NA-NA,NA-NA,NA-NA
KX595351,NA-NA,NA-NA,NA-NA
KX595350,NA-NA,NA-NA,NA-NA
KX595349,NA-NA,NA-NA,NA-NA
KX595348,NA-NA,NA-NA,NA-NA
KX595347,NA-NA,NA-NA,NA-NA
KX595346,NA-NA,NA-NA,NA-NA
KX595345,NA-NA,NA-NA,NA-NA
KX595344,NA-NA,NA-NA,NA-NA
KX595343,NA-NA,NA-NA,NA-NA
KX589303,NA-NA,1-370,NA-NA
LC201614,0-2556,2555-4067,NA-NA
LC201613,10-2578,2577-4089,NA-NA
LC201612,7-2572,2571-4083,NA-NA
LC201611,15-2580,2579-4091,NA-NA
LC201610,11-2576,2575-4087,NA-NA
LC201609,11-2588,2587-4099,NA-NA
LC201608,10-2587,2586-4098,NA-NA
LC201607,2-2531,2532-4042,NA-NA
LC201606,10-2578,2577-4089,NA-NA
LC201605,6-2571,2570-4082,NA-NA
LC201604,0-2568,2567-4079,NA-NA
LC201603,11-2576,2575-4087,NA-NA
LC201602,5-2573,2572-4084,NA-NA
LC201601,10-2587,2586-4098,NA-NA
LC201600,9-2586,2585-4097,NA-NA
LC201599,18-2508,2507-4079,NA-NA
LC201598,15-2505,2504-4076,NA-NA
LC201597,15-2505,2504-4076,NA-NA
LC201596,27-2517,2516-4088,NA-NA
LC201595,21-2511,2510-4082,NA-NA
LC201594,38-2465,2464-3976,NA-NA
LC201593,40-2467,2466-3978,NA-NA
LC201592,36-2463,2462-3974,NA-NA
LC201591,35-2465,2464-3976,NA-NA
LC201590,27-2454,2453-3965,NA-NA
LC201589,29-2456,2455-3967,NA-NA
LC201588,39-2466,2465-3977,NA-NA
LC201587,36-2463,2462-3974,NA-NA
LC201586,34-2461,2460-3972,NA-NA
LC201585,41-2468,2467-3979,NA-NA
KT956903,45-2548,2547-4115,NA-NA
KY271027,NA-NA,22-3304,NA-NA
KY563083,NA-NA,NA-NA,NA-NA
KY563082,NA-NA,NA-NA,NA-NA
KY563081,NA-NA,NA-NA,NA-NA
KY563080,NA-NA,NA-NA,NA-NA
KX431950,NA-NA,2-299,NA-NA
KX431949,NA-NA,2-299,NA-NA
KX431948,NA-NA,2-299,NA-NA
KX431947,NA-NA,2-299,NA-NA
KX431946,NA-NA,2-299,NA-NA
AB769838,NA-NA,NA-NA,NA-NA
KX858533,NA-NA,0-331,NA-NA
KX858532,NA-NA,0-384,NA-NA
KX858531,NA-NA,0-384,NA-NA
KX858530,NA-NA,1-385,NA-NA
KX858529,NA-NA,1-385,NA-NA
KX858528,NA-NA,1-385,NA-NA
KX858527,NA-NA,1-367,NA-NA
KX858526,NA-NA,1-385,NA-NA
KX858525,NA-NA,1-385,NA-NA
KX858524,NA-NA,0-384,NA-NA
KX858523,NA-NA,1-385,NA-NA
KX858522,NA-NA,1-385,NA-NA
KX858521,NA-NA,1-385,NA-NA
KX858520,NA-NA,0-331,NA-NA
KX858519,NA-NA,1-385,NA-NA
KX858518,NA-NA,1-373,NA-NA
KX858517,NA-NA,1-385,NA-NA
KX858516,NA-NA,0-377,NA-NA
KX858515,NA-NA,1-385,NA-NA
KX858514,NA-NA,1-385,NA-NA
KX858513,NA-NA,1-385,NA-NA
KX858512,NA-NA,1-385,NA-NA
KX858511,NA-NA,1-385,NA-NA
KX858510,NA-NA,1-379,NA-NA
KX858509,NA-NA,1-385,NA-NA
KX858508,NA-NA,0-384,NA-NA
KX858507,NA-NA,1-385,NA-NA
KX858506,NA-NA,1-385,NA-NA
KX858505,NA-NA,0-384,NA-NA
KX858504,NA-NA,0-384,NA-NA
KX858503,NA-NA,1-385,NA-NA
KX858502,NA-NA,2-383,NA-NA
KX858501,NA-NA,0-384,NA-NA
KX858500,NA-NA,1-385,NA-NA
KX858499,NA-NA,1-385,NA-NA
KX858498,NA-NA,1-385,NA-NA
KX858497,NA-NA,1-385,NA-NA
KX858496,NA-NA,1-385,NA-NA
KX858495,NA-NA,1-385,NA-NA
KX858494,NA-NA,1-382,NA-NA
KX858493,NA-NA,0-331,NA-NA
KX858492,NA-NA,2-282,NA-NA
KX858491,NA-NA,2-320,NA-NA
KX858490,NA-NA,1-367,NA-NA
KX858489,NA-NA,1-328,NA-NA
KX858488,NA-NA,1-367,NA-NA
KX858487,NA-NA,1-367,NA-NA
KX858486,NA-NA,1-367,NA-NA
KX858485,NA-NA,1-367,NA-NA
KX858484,NA-NA,1-367,NA-NA
KX858483,NA-NA,1-307,NA-NA
KX858482,NA-NA,1-307,NA-NA
KX858481,NA-NA,1-325,NA-NA
KX858480,NA-NA,1-367,NA-NA
KX858479,NA-NA,1-367,NA-NA
KX858478,NA-NA,1-367,NA-NA
KX858477,NA-NA,1-367,NA-NA
KX858476,NA-NA,1-336,NA-NA
KX858475,NA-NA,1-336,NA-NA
KX858474,NA-NA,1-367,NA-NA
KX858473,NA-NA,1-367,NA-NA
KX858472,NA-NA,1-367,NA-NA
KX858471,NA-NA,0-333,NA-NA
KX858470,NA-NA,1-367,NA-NA
KX858469,NA-NA,1-329,NA-NA
KX858468,NA-NA,1-367,NA-NA
KX858467,NA-NA,1-318,NA-NA
KX858466,NA-NA,1-385,NA-NA
KX858465,NA-NA,1-385,NA-NA
KX858464,NA-NA,1-385,NA-NA
KX858463,NA-NA,2-383,NA-NA
KX858462,NA-NA,2-383,NA-NA
KX858461,NA-NA,1-382,NA-NA
KX858460,NA-NA,1-385,NA-NA
KX858459,NA-NA,0-384,NA-NA
KX858458,NA-NA,1-385,NA-NA
KX858457,NA-NA,0-384,NA-NA
KX858456,NA-NA,0-384,NA-NA
KX858455,NA-NA,0-384,NA-NA
KX858454,NA-NA,0-368,NA-NA
KX858453,NA-NA,1-385,NA-NA
KX858452,NA-NA,0-348,NA-NA
KX858451,NA-NA,0-384,NA-NA
KX858450,NA-NA,0-368,NA-NA
KX858449,NA-NA,1-382,NA-NA
KX858448,NA-NA,1-385,NA-NA
KX858447,NA-NA,0-384,NA-NA
KX858446,NA-NA,1-385,NA-NA
KX858445,NA-NA,0-384,NA-NA
KX858444,NA-NA,1-385,NA-NA
KX858443,NA-NA,1-382,NA-NA
KX858442,NA-NA,1-385,NA-NA
KX858441,NA-NA,0-348,NA-NA
KX858440,NA-NA,1-385,NA-NA
KX858439,NA-NA,1-385,NA-NA
KX858438,NA-NA,1-385,NA-NA
KX858437,NA-NA,1-385,NA-NA
KX858436,NA-NA,0-348,NA-NA
KX858435,NA-NA,0-384,NA-NA
KX858434,NA-NA,1-381,NA-NA
KX858433,NA-NA,1-385,NA-NA
KX858432,NA-NA,2-326,NA-NA
KX858431,NA-NA,2-380,NA-NA
KX858430,NA-NA,1-385,NA-NA
KX858429,NA-NA,0-348,NA-NA
KX858428,NA-NA,1-385,NA-NA
KX858427,NA-NA,1-385,NA-NA
KX858426,NA-NA,1-385,NA-NA
KX858425,NA-NA,2-380,NA-NA
KX858424,NA-NA,1-385,NA-NA
KX858423,NA-NA,0-348,NA-NA
KX858422,NA-NA,0-304,NA-NA
KX858421,NA-NA,1-367,NA-NA
KX858420,NA-NA,1-367,NA-NA
KX858419,NA-NA,1-367,NA-NA
KX858418,NA-NA,0-348,NA-NA
KX858417,NA-NA,0-366,NA-NA
KX858416,NA-NA,0-366,NA-NA
KX858415,NA-NA,1-367,NA-NA
KX858414,NA-NA,1-367,NA-NA
KX858413,NA-NA,1-367,NA-NA
KX858412,NA-NA,0-366,NA-NA
KX858411,NA-NA,1-367,NA-NA
KX858410,NA-NA,1-367,NA-NA
KX858409,NA-NA,0-366,NA-NA
KX858408,NA-NA,2-365,NA-NA
KX858407,NA-NA,1-367,NA-NA
KX858406,NA-NA,0-366,NA-NA
KX858405,NA-NA,1-367,NA-NA
KX858404,NA-NA,0-366,NA-NA
KX858403,NA-NA,0-365,NA-NA
KX858402,NA-NA,1-367,NA-NA
KX858401,NA-NA,0-366,NA-NA
KX858400,NA-NA,0-366,NA-NA
KX858399,NA-NA,0-366,NA-NA
KX858398,NA-NA,0-366,NA-NA
KX858397,NA-NA,0-366,NA-NA
KX858396,NA-NA,1-367,NA-NA
KX858395,NA-NA,0-366,NA-NA
KX858394,NA-NA,1-367,NA-NA
KX858393,NA-NA,0-366,NA-NA
KX858392,NA-NA,0-376,NA-NA
KX858391,NA-NA,0-335,NA-NA
KX858390,NA-NA,1-378,NA-NA
KX858389,NA-NA,1-378,NA-NA
KX858388,NA-NA,0-295,NA-NA
KX858387,NA-NA,1-378,NA-NA
KX858386,NA-NA,1-367,NA-NA
KX858385,NA-NA,0-376,NA-NA
KX858384,NA-NA,0-295,NA-NA
KX858383,NA-NA,0-366,NA-NA
KX858382,NA-NA,2-323,NA-NA
KX858381,NA-NA,1-385,NA-NA
KX858380,NA-NA,1-373,NA-NA
KX858379,NA-NA,1-373,NA-NA
KX858378,NA-NA,1-373,NA-NA
KX858377,NA-NA,1-373,NA-NA
KX858376,NA-NA,1-382,NA-NA
KX858375,NA-NA,1-373,NA-NA
KX858374,NA-NA,1-373,NA-NA
KX858373,NA-NA,1-370,NA-NA
KX858372,NA-NA,1-382,NA-NA
KX858371,NA-NA,1-385,NA-NA
KX858370,NA-NA,1-384,NA-NA
KX858369,NA-NA,1-373,NA-NA
KX858368,NA-NA,1-382,NA-NA
KX858367,NA-NA,0-381,NA-NA
KX858366,NA-NA,1-373,NA-NA
KX858365,NA-NA,1-373,NA-NA
KX858364,NA-NA,1-382,NA-NA
KX858363,NA-NA,1-382,NA-NA
KX858362,NA-NA,1-382,NA-NA
KX858361,NA-NA,1-385,NA-NA
KX858360,NA-NA,1-373,NA-NA
KX858359,NA-NA,1-373,NA-NA
KX858358,NA-NA,0-381,NA-NA
KX858357,NA-NA,1-382,NA-NA
KX858356,NA-NA,1-382,NA-NA
KX858355,NA-NA,1-373,NA-NA
KX858354,NA-NA,1-373,NA-NA
KX858353,NA-NA,0-372,NA-NA
KX858352,NA-NA,0-372,NA-NA
KX858351,NA-NA,1-373,NA-NA
KX858350,NA-NA,1-373,NA-NA
KX858349,NA-NA,1-385,NA-NA
KX858348,NA-NA,0-366,NA-NA
KY320416,NA-NA,1-391,NA-NA
KY320415,NA-NA,1-391,NA-NA
KY320414,NA-NA,1-391,NA-NA
KY320413,NA-NA,1-391,NA-NA
KY320412,NA-NA,1-376,NA-NA
KY320411,NA-NA,1-376,NA-NA
KY320410,NA-NA,1-391,NA-NA
KY320409,NA-NA,1-391,NA-NA
KY320408,NA-NA,1-391,NA-NA
KY320407,NA-NA,1-391,NA-NA
KY320406,NA-NA,1-391,NA-NA
KY320405,NA-NA,1-388,NA-NA
KY024238,NA-NA,2646-4179,NA-NA
KY024237,NA-NA,2651-4190,NA-NA
KX027308,NA-NA,NA-NA,NA-NA
KX027307,NA-NA,NA-NA,NA-NA
KY038380,NA-NA,2-344,NA-NA
KY024236,NA-NA,0-407,NA-NA
KY024235,NA-NA,0-422,NA-NA
KY024234,NA-NA,0-407,NA-NA
KY024233,NA-NA,0-407,NA-NA
KY024232,NA-NA,0-399,NA-NA
KY024231,NA-NA,0-407,NA-NA
KY024230,NA-NA,0-407,NA-NA
KY024229,NA-NA,0-407,NA-NA
KY024228,NA-NA,0-407,NA-NA
KY024227,NA-NA,0-407,NA-NA
KY024226,NA-NA,0-407,NA-NA
KY024225,NA-NA,0-404,NA-NA
KY038163,NA-NA,3414-4974,NA-NA
KX033447,103-2589,2588-4098,NA-NA
KY047762,0-377,NA-NA,NA-NA
KY047761,0-377,NA-NA,NA-NA
KY047760,0-377,NA-NA,NA-NA
KY047759,0-377,NA-NA,NA-NA
KY047758,0-377,NA-NA,NA-NA
KY047757,0-377,NA-NA,NA-NA
KY047756,0-377,NA-NA,NA-NA
KY047755,0-377,NA-NA,NA-NA
KY047754,0-377,NA-NA,NA-NA
KY047753,0-377,NA-NA,NA-NA
KY047752,2-367,NA-NA,NA-NA
KY047751,0-377,NA-NA,NA-NA
KY047750,0-377,NA-NA,NA-NA
KY047749,0-377,NA-NA,NA-NA
KY047748,0-377,NA-NA,NA-NA
KY047747,0-377,NA-NA,NA-NA
KY047746,0-377,NA-NA,NA-NA
KY047745,2-367,NA-NA,NA-NA
KY047744,2-367,NA-NA,NA-NA
KY047743,2-367,NA-NA,NA-NA
KY047742,2-367,NA-NA,NA-NA
KY047741,2-367,NA-NA,NA-NA
KY047740,2-367,NA-NA,NA-NA
KY047739,NA-NA,NA-NA,NA-NA
KY047738,2-367,NA-NA,NA-NA
KY047737,2-367,NA-NA,NA-NA
KY047736,2-367,NA-NA,NA-NA
KY047735,2-367,NA-NA,NA-NA
KY047734,2-367,NA-NA,NA-NA
KY047733,2-370,NA-NA,NA-NA
KY047732,2-367,NA-NA,NA-NA
KY047731,2-367,NA-NA,NA-NA
KY047730,NA-NA,NA-NA,NA-NA
KY047729,NA-NA,NA-NA,NA-NA
KY047728,NA-NA,NA-NA,NA-NA
KY047727,NA-NA,NA-NA,NA-NA
KY047726,NA-NA,NA-NA,NA-NA
KY047725,NA-NA,NA-NA,NA-NA
KY047724,NA-NA,NA-NA,NA-NA
KY047723,NA-NA,NA-NA,NA-NA
KY047722,NA-NA,NA-NA,NA-NA
KY047721,NA-NA,NA-NA,NA-NA
KY047720,NA-NA,NA-NA,NA-NA
KY047719,NA-NA,NA-NA,NA-NA
KY047718,NA-NA,NA-NA,NA-NA
KY047717,NA-NA,NA-NA,NA-NA
KY047716,NA-NA,NA-NA,NA-NA
KY047715,NA-NA,NA-NA,NA-NA
KY047714,NA-NA,NA-NA,NA-NA
KY047713,NA-NA,NA-NA,NA-NA
KY047712,NA-NA,NA-NA,NA-NA
KY047711,NA-NA,NA-NA,NA-NA
KY047710,NA-NA,NA-NA,NA-NA
KY047709,NA-NA,NA-NA,NA-NA
KY047708,NA-NA,NA-NA,NA-NA
KY047707,NA-NA,NA-NA,NA-NA
KY047706,NA-NA,NA-NA,NA-NA
KY047705,NA-NA,NA-NA,NA-NA
KY047704,NA-NA,NA-NA,NA-NA
KY047703,NA-NA,NA-NA,NA-NA
KY047702,0-302,NA-NA,NA-NA
KY047701,0-302,NA-NA,NA-NA
KY047700,0-305,NA-NA,NA-NA
KY047699,0-302,NA-NA,NA-NA
KY047698,0-302,NA-NA,NA-NA
KY047697,0-302,NA-NA,NA-NA
KY047696,0-302,NA-NA,NA-NA
KY047695,0-302,NA-NA,NA-NA
KY047694,0-305,NA-NA,NA-NA
KY047693,0-302,NA-NA,NA-NA
KY047692,0-302,NA-NA,NA-NA
KY047691,0-302,NA-NA,NA-NA
KY047690,0-302,NA-NA,NA-NA
KY047689,0-302,NA-NA,NA-NA
KY047688,0-302,NA-NA,NA-NA
KY047687,0-302,NA-NA,NA-NA
KY047686,0-302,NA-NA,NA-NA
KY047685,0-302,NA-NA,NA-NA
KY047684,0-302,NA-NA,NA-NA
KY047683,0-302,NA-NA,NA-NA
KY047682,0-302,NA-NA,NA-NA
KY047681,0-302,NA-NA,NA-NA
KY047680,0-302,NA-NA,NA-NA
KY047679,0-302,NA-NA,NA-NA
KY047678,0-302,NA-NA,NA-NA
KY047677,0-302,NA-NA,NA-NA
KY047676,0-302,NA-NA,NA-NA
KY047675,0-302,NA-NA,NA-NA
KY047674,0-302,NA-NA,NA-NA
KY047673,0-302,NA-NA,NA-NA
KY047672,0-302,NA-NA,NA-NA
KY047671,0-302,NA-NA,NA-NA
KY047670,0-302,NA-NA,NA-NA
KY047669,0-302,NA-NA,NA-NA
KY047668,0-302,NA-NA,NA-NA
KY047667,0-302,NA-NA,NA-NA
KY047666,0-302,NA-NA,NA-NA
KY047665,0-302,NA-NA,NA-NA
KY047664,0-305,NA-NA,NA-NA
KX599354,NA-NA,2-770,NA-NA
KX599353,NA-NA,2672-4202,NA-NA
KX599352,NA-NA,2666-4196,NA-NA
KX599351,NA-NA,2672-4202,NA-NA
KX599350,NA-NA,2646-4176,NA-NA
KX599349,NA-NA,2687-4217,NA-NA
KU954489,NA-NA,1-411,NA-NA
KU954488,NA-NA,0-426,NA-NA
KU954487,NA-NA,0-426,NA-NA
KU954486,NA-NA,0-426,NA-NA
KU954485,NA-NA,0-426,NA-NA
KU954484,NA-NA,0-426,NA-NA
KU954483,NA-NA,0-426,NA-NA
KU954482,NA-NA,0-411,NA-NA
KU954481,NA-NA,1-403,NA-NA
KU954480,NA-NA,0-411,NA-NA
KU954479,NA-NA,0-426,NA-NA
KU954478,NA-NA,0-426,NA-NA
KU954477,NA-NA,0-426,NA-NA
KU954476,NA-NA,0-426,NA-NA
KU954475,NA-NA,0-411,NA-NA
KU954474,NA-NA,0-411,NA-NA
KU954473,NA-NA,0-411,NA-NA
KU954472,NA-NA,1-400,NA-NA
KU954471,NA-NA,0-405,NA-NA
KU954470,NA-NA,0-411,NA-NA
KU954469,NA-NA,1-364,NA-NA
KU954468,NA-NA,0-411,NA-NA
KU954467,NA-NA,0-411,NA-NA
KU954466,NA-NA,0-422,NA-NA
KU954465,NA-NA,0-396,NA-NA
KU954464,NA-NA,0-426,NA-NA
KU954463,NA-NA,0-426,NA-NA
KU954462,NA-NA,0-426,NA-NA
KU954461,NA-NA,0-426,NA-NA
KU954460,NA-NA,0-405,NA-NA
KU954459,NA-NA,0-405,NA-NA
KU954458,NA-NA,1-411,NA-NA
KU954457,NA-NA,0-405,NA-NA
KU954456,NA-NA,0-411,NA-NA
KU954455,NA-NA,0-411,NA-NA
KU954454,NA-NA,1-403,NA-NA
KU954453,NA-NA,0-396,NA-NA
KU954452,NA-NA,0-411,NA-NA
KU954451,NA-NA,0-396,NA-NA
KU954450,NA-NA,1-409,NA-NA
KU954449,NA-NA,0-423,NA-NA
KX779117,NA-NA,0-487,NA-NA
KX779116,NA-NA,0-487,NA-NA
KX779115,NA-NA,0-487,NA-NA
KX779114,NA-NA,0-487,NA-NA
KX779113,NA-NA,0-487,NA-NA
KX779112,NA-NA,0-484,NA-NA
KX060809,89-2576,2575-4084,NA-NA
KX060808,89-2576,2575-4084,NA-NA
JF491430,NA-NA,2780-4328,NA-NA
GQ901902,NA-NA,2757-4305,NA-NA
GU732187,NA-NA,2780-4328,NA-NA
GU223905,NA-NA,2780-4328,NA-NA
GQ373013,NA-NA,NA-NA,NA-NA
GQ373012,NA-NA,NA-NA,NA-NA
GQ373011,NA-NA,NA-NA,NA-NA
GQ373010,NA-NA,NA-NA,NA-NA
GQ373009,NA-NA,NA-NA,NA-NA
GQ373008,NA-NA,NA-NA,NA-NA
GQ373007,NA-NA,NA-NA,NA-NA
GQ373006,NA-NA,NA-NA,NA-NA
GQ373005,NA-NA,NA-NA,NA-NA
GQ373004,NA-NA,NA-NA,NA-NA
FJ866761,NA-NA,NA-NA,NA-NA
KX645667,NA-NA,0-699,NA-NA
LN612591,NA-NA,NA-NA,NA-NA
LN612590,NA-NA,NA-NA,NA-NA
LN612589,NA-NA,NA-NA,NA-NA
LN612588,NA-NA,NA-NA,NA-NA
LN612587,NA-NA,NA-NA,NA-NA
LN612586,NA-NA,NA-NA,NA-NA
LN612585,NA-NA,NA-NA,NA-NA
LN612584,NA-NA,NA-NA,NA-NA
LN612583,NA-NA,NA-NA,NA-NA
LN612582,NA-NA,NA-NA,NA-NA
LN612581,NA-NA,NA-NA,NA-NA
LN612580,NA-NA,NA-NA,NA-NA
KT963071,NA-NA,0-759,NA-NA
KU711079,NA-NA,NA-NA,NA-NA
KU711078,NA-NA,NA-NA,NA-NA
KU711077,NA-NA,NA-NA,NA-NA
KU711076,NA-NA,NA-NA,NA-NA
KU711075,NA-NA,NA-NA,NA-NA
KU711074,NA-NA,NA-NA,NA-NA
KU711073,NA-NA,NA-NA,NA-NA
KU711072,NA-NA,NA-NA,NA-NA
KU711071,NA-NA,NA-NA,NA-NA
KU711070,NA-NA,NA-NA,NA-NA
KU711069,NA-NA,NA-NA,NA-NA
KU711068,NA-NA,NA-NA,NA-NA
KU711067,NA-NA,NA-NA,NA-NA
KU711066,NA-NA,NA-NA,NA-NA
KU711065,NA-NA,NA-NA,NA-NA
KU711064,NA-NA,NA-NA,NA-NA
KU711063,NA-NA,NA-NA,NA-NA
KU711062,NA-NA,NA-NA,NA-NA
KU711061,NA-NA,NA-NA,NA-NA
KU711060,NA-NA,NA-NA,NA-NA
KU711059,NA-NA,NA-NA,NA-NA
KU711058,NA-NA,NA-NA,NA-NA
KU711057,NA-NA,NA-NA,NA-NA
KU711056,NA-NA,NA-NA,NA-NA
KU711055,NA-NA,NA-NA,NA-NA
KU711054,NA-NA,NA-NA,NA-NA
KU711053,NA-NA,NA-NA,NA-NA
KU711052,NA-NA,NA-NA,NA-NA
KU711051,NA-NA,NA-NA,NA-NA
KU711050,NA-NA,NA-NA,NA-NA
KU711049,NA-NA,0-410,NA-NA
KU711048,NA-NA,0-387,NA-NA
KU711047,NA-NA,0-396,NA-NA
KU711046,NA-NA,0-390,NA-NA
KU711045,NA-NA,0-396,NA-NA
KU711044,NA-NA,0-410,NA-NA
KU711043,NA-NA,0-393,NA-NA
KU711042,NA-NA,0-409,NA-NA
KU711041,NA-NA,0-372,NA-NA
KU711040,NA-NA,0-410,NA-NA
KU711039,NA-NA,0-416,NA-NA
KU711038,NA-NA,0-395,NA-NA
KU711037,NA-NA,0-392,NA-NA
KU711036,NA-NA,0-409,NA-NA
KU711035,NA-NA,0-411,NA-NA
KU711034,NA-NA,0-416,NA-NA
KU711033,NA-NA,0-397,NA-NA
KU711032,NA-NA,0-391,NA-NA
KU711031,NA-NA,0-391,NA-NA
KU711030,NA-NA,0-411,NA-NA
KU711029,NA-NA,0-410,NA-NA
KU711028,NA-NA,0-415,NA-NA
KU711027,NA-NA,0-416,NA-NA
KU711026,NA-NA,0-335,NA-NA
KU711025,NA-NA,0-409,NA-NA
KU711024,NA-NA,0-410,NA-NA
KU711023,NA-NA,0-410,NA-NA
KU711022,NA-NA,0-412,NA-NA
KU711021,NA-NA,0-410,NA-NA
KR349491,NA-NA,1550-2159,NA-NA
KR349490,NA-NA,1550-2657,NA-NA
KR349489,NA-NA,1550-2657,NA-NA
KR349488,NA-NA,1550-2657,NA-NA
KT725230,NA-NA,NA-NA,NA-NA
KT725229,NA-NA,NA-NA,NA-NA
KT725228,NA-NA,NA-NA,NA-NA
KT725227,NA-NA,NA-NA,NA-NA
KT725226,NA-NA,NA-NA,NA-NA
KT725225,NA-NA,NA-NA,NA-NA
KT725224,NA-NA,NA-NA,NA-NA
KT725223,NA-NA,NA-NA,NA-NA
KT725222,NA-NA,NA-NA,NA-NA
KT725221,NA-NA,NA-NA,NA-NA
KT725220,NA-NA,NA-NA,NA-NA
KT725219,NA-NA,NA-NA,NA-NA
KT725218,NA-NA,NA-NA,NA-NA
KT725217,NA-NA,NA-NA,NA-NA
KT757532,NA-NA,2-299,NA-NA
KT757531,NA-NA,0-267,NA-NA
KT757530,NA-NA,2-239,NA-NA
KT757529,NA-NA,2-299,NA-NA
KT757528,NA-NA,NA-NA,NA-NA
KT757527,NA-NA,NA-NA,NA-NA
KT757526,NA-NA,NA-NA,NA-NA
KT757525,NA-NA,NA-NA,NA-NA
FJ430562,NA-NA,NA-NA,NA-NA
FJ430561,NA-NA,NA-NA,NA-NA
FJ430560,NA-NA,NA-NA,NA-NA
FJ430559,NA-NA,NA-NA,NA-NA
FJ430558,NA-NA,NA-NA,NA-NA
FJ430557,NA-NA,NA-NA,NA-NA
FJ430556,NA-NA,NA-NA,NA-NA
FJ430555,NA-NA,NA-NA,NA-NA
FJ430554,NA-NA,NA-NA,NA-NA
FJ430553,NA-NA,NA-NA,NA-NA
FJ430552,NA-NA,NA-NA,NA-NA
FJ430551,NA-NA,NA-NA,NA-NA
FJ430550,NA-NA,NA-NA,NA-NA
FJ178641,NA-NA,NA-NA,NA-NA
FJ160483,NA-NA,NA-NA,NA-NA
FJ160482,NA-NA,NA-NA,NA-NA
FJ160480,NA-NA,NA-NA,NA-NA
FJ165475,NA-NA,NA-NA,NA-NA
FJ165474,NA-NA,NA-NA,NA-NA
FJ165473,NA-NA,NA-NA,NA-NA
FJ165471,NA-NA,NA-NA,NA-NA
FJ165470,NA-NA,NA-NA,NA-NA
FJ165469,NA-NA,NA-NA,NA-NA
FJ155810,NA-NA,NA-NA,NA-NA
FJ155809,NA-NA,NA-NA,NA-NA
FJ155808,NA-NA,NA-NA,NA-NA
FJ155807,NA-NA,NA-NA,NA-NA
FJ155806,NA-NA,NA-NA,NA-NA
FJ155805,NA-NA,NA-NA,NA-NA
FJ155804,NA-NA,NA-NA,NA-NA
FJ155803,NA-NA,NA-NA,NA-NA
FJ155802,NA-NA,NA-NA,NA-NA
FJ155801,NA-NA,NA-NA,NA-NA
FJ154766,NA-NA,NA-NA,NA-NA
FJ154765,NA-NA,NA-NA,NA-NA
FJ154764,NA-NA,NA-NA,NA-NA
FJ154763,NA-NA,NA-NA,NA-NA
FJ154762,NA-NA,NA-NA,NA-NA
FJ154761,NA-NA,NA-NA,NA-NA
EU669004,NA-NA,1-391,NA-NA
EU669003,NA-NA,1-391,NA-NA
EU669002,NA-NA,1-388,NA-NA
EU669001,NA-NA,1-391,NA-NA
EU669000,NA-NA,0-390,NA-NA
EU668999,NA-NA,1-391,NA-NA
EU668998,NA-NA,1-391,NA-NA
EU650332,NA-NA,1-367,NA-NA
EU650331,NA-NA,NA-NA,NA-NA
DQ381397,NA-NA,0-649,NA-NA
DQ381396,NA-NA,2-695,NA-NA
DQ381395,NA-NA,0-684,NA-NA
DQ381394,NA-NA,1-682,NA-NA
DQ381393,NA-NA,2-690,NA-NA
DQ381392,NA-NA,0-681,NA-NA
DQ381391,NA-NA,0-634,NA-NA
DQ381390,NA-NA,0-677,NA-NA
DQ381389,NA-NA,2-682,NA-NA
DQ381387,NA-NA,0-686,NA-NA
DQ381386,NA-NA,0-671,NA-NA
DQ381385,NA-NA,1-687,NA-NA
DQ381384,NA-NA,0-679,NA-NA
DQ381383,NA-NA,0-692,NA-NA
DQ381381,NA-NA,1-681,NA-NA
DQ381380,NA-NA,1-668,NA-NA
DQ381379,NA-NA,1-683,NA-NA
DQ381378,NA-NA,2-655,NA-NA
DQ381377,NA-NA,2-671,NA-NA
DQ381376,NA-NA,1-641,NA-NA
DQ381375,NA-NA,0-632,NA-NA
DQ381374,NA-NA,1-582,NA-NA
DQ381373,NA-NA,1-653,NA-NA
DQ381372,NA-NA,1-682,NA-NA
DQ381371,NA-NA,0-633,NA-NA
DQ381370,NA-NA,0-687,NA-NA
DQ381369,NA-NA,2-656,NA-NA
DQ381368,NA-NA,0-680,NA-NA
DQ381367,NA-NA,0-585,NA-NA
DQ381366,NA-NA,2-636,NA-NA
DQ381365,NA-NA,2-687,NA-NA
DQ381364,NA-NA,2-579,NA-NA
DQ381363,NA-NA,0-681,NA-NA
DQ381362,NA-NA,1-635,NA-NA
DQ453922,NA-NA,0-516,NA-NA
DQ381508,NA-NA,NA-NA,NA-NA
DQ381507,NA-NA,NA-NA,NA-NA
DQ381506,NA-NA,NA-NA,NA-NA
DQ381505,NA-NA,NA-NA,NA-NA
DQ381504,NA-NA,NA-NA,NA-NA
DQ381503,NA-NA,NA-NA,NA-NA
DQ381502,NA-NA,NA-NA,NA-NA
DQ381501,NA-NA,NA-NA,NA-NA
DQ381500,NA-NA,NA-NA,NA-NA
DQ381499,NA-NA,NA-NA,NA-NA
DQ381498,NA-NA,NA-NA,NA-NA
DQ381497,NA-NA,NA-NA,NA-NA
DQ381496,NA-NA,NA-NA,NA-NA
DQ381495,NA-NA,NA-NA,NA-NA
DQ381494,NA-NA,NA-NA,NA-NA
DQ381493,NA-NA,NA-NA,NA-NA
DQ381492,NA-NA,NA-NA,NA-NA
