Accession,BioSample,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
HM212482,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,N54791/2007/CHN,246,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2007,2010-09-21,ssRNA(+)
HM212483,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,N54930/2007/CHN,246,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2007,2010-09-21,ssRNA(+)
HM212484,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,NE51028/2006/CHN,246,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2006,2010-09-21,ssRNA(+)
HM212485,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,NE53483/2007/CHN,175,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2007,2010-09-21,ssRNA(+)
HM212486,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,SE53572/2007/CHN,246,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2007,2010-09-21,ssRNA(+)
HM212487,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,SE54973/2007/CHN,246,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2007,2010-09-21,ssRNA(+)
HM212488,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,W52296/2007/CHN,246,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2007,2010-09-21,ssRNA(+)
HM212489,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,W52907/2007/CHN,246,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2007,2010-09-21,ssRNA(+)
HM212490,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,W55596/2007/CHN,246,partial,China,China,Homo sapiens,feces,"Zhu,L., Li,H.Y., Duan,Z.J.",2007,2010-09-21,ssRNA(+)
HM212532,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,8969/Shizuoka/08/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2008,2010-09-21,ssRNA(+)
HM212533,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9091/Shizuoka/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM212534,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9149/Hokkaido/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM212535,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9197/Shizuoka/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM212536,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9217/Maizuru/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM212537,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9295/Tokyo/08/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2008,2010-09-21,ssRNA(+)
HM212538,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9374/Maizuru/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM212539,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9379/Maizuru/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM212540,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9382/Maizuru/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM212541,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9390/Maizuru/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM212542,,Human astrovirus 3,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,9397/Maizuru/09/JPN,348,partial,Japan,Japan,Homo sapiens,feces,"Chanit,W.",2009,2010-09-21,ssRNA(+)
HM348455,,Turkey astrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,1,TAst-1/Brazil/2008/USP269-1,203,partial,Brazil,Brazil,Meleagris gallopavo,,"Moura-Alvarez,J., Chacon,J.L., Bello,C.P., Mettifogo,E., Scanavini,L.S., Astolfi-Ferreira,C.S., Ferreira,A.J.P.",2008-01-13,2010-08-10,ssRNA(+)
HM348456,,Turkey astrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,TAst-1/Brazil/2008/USP269-3,203,partial,Brazil,Brazil,Meleagris gallopavo,,"Moura-Alvarez,J., Chacon,J.L., Mettifogo,E., Scanavini,L.S., Bello,C.P., Astolfi-Ferreira,C.S., Ferreira,A.J.P.",2008-01-13,2010-08-10,ssRNA(+)
HM803688,,Turkey astrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,1,TAst-1/Brazil/2005/USP P11(24)0196834,202,partial,Brazil,Brazil,Meleagris gallopavo,,"Moura-Alvarez,J., Chacon,J.L., Bello,C.P., Scanavini,L.S., Mettifogo,E., Ferreira,C.S.A., Ferreira,A.J.P.",2005-06-11,2010-08-10,ssRNA(+)
HM989949,,Turkey astrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,1,TAst-1/Brazil/2004/USP-P9(male)16P,203,partial,Brazil,Brazil,Meleagris gallopavo,,"Moura-Alvarez,J., Chacon,J.L., Bello,C.P., Scanavini,L.S., Mettifogo,E., Ferreira,C.S.A., Ferreira,A.J.P.",2004-07-07,2010-08-10,ssRNA(+)
HM209087,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-220606,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-06-22,2010-07-18,ssRNA(+)
HM209088,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-040706,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-07-04,2010-07-18,ssRNA(+)
HM209089,,Human astrovirus 8,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-240706,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-07-24,2010-07-18,ssRNA(+)
HM209090,,Human astrovirus 8,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-150806,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-08-15,2010-07-18,ssRNA(+)
HM209091,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2U-150806,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-08-15,2010-07-18,ssRNA(+)
HM209092,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R1D-031006,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-10-03,2010-07-18,ssRNA(+)
HM209093,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R1U-031006,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-10-03,2010-07-18,ssRNA(+)
HM209094,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2D-031006,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-10-03,2010-07-18,ssRNA(+)
HM209095,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2U-031006,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-10-03,2010-07-18,ssRNA(+)
HM209096,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-011106,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-11-01,2010-07-18,ssRNA(+)
HM209097,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2U-011106,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-11-01,2010-07-18,ssRNA(+)
HM209098,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2D-011106,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-11-01,2010-07-18,ssRNA(+)
HM209099,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R1D-201106,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-11-20,2010-07-18,ssRNA(+)
HM209100,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R1U-201106,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-11-20,2010-07-18,ssRNA(+)
HM209101,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-201106,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-11-20,2010-07-18,ssRNA(+)
HM209102,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2D-201106,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-11-20,2010-07-18,ssRNA(+)
HM209103,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2U-201106,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-11-20,2010-07-18,ssRNA(+)
HM209104,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R1D-111206,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-11,2010-07-18,ssRNA(+)
HM209105,,Human astrovirus 2,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R1U-111206,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-11,2010-07-18,ssRNA(+)
HM209106,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-111206,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-11,2010-07-18,ssRNA(+)
HM209107,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2D-111206,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-11,2010-07-18,ssRNA(+)
HM209108,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2U-111206,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-11,2010-07-18,ssRNA(+)
HM209109,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R3U-251006,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-10-25,2010-07-18,ssRNA(+)
HM209110,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R3D-251006,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-10-25,2010-07-18,ssRNA(+)
HM209111,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2D-271206,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-27,2010-07-18,ssRNA(+)
HM209112,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2U-271206,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-27,2010-07-18,ssRNA(+)
HM209113,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,E-140307-2,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2007-03-14,2010-07-18,ssRNA(+)
HM209114,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,E-140307-1,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2007-03-14,2010-07-18,ssRNA(+)
HM209115,,Human astrovirus 4,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,E-110407,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2007-04-11,2010-07-18,ssRNA(+)
HM209116,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-271206-1,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-27,2010-07-18,ssRNA(+)
HM209117,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-271206-2,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2006-12-27,2010-07-18,ssRNA(+)
HM209118,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-171008,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2008-10-17,2010-07-18,ssRNA(+)
HM209119,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,R2U-171008,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2008-10-17,2010-07-18,ssRNA(+)
HM209120,,Astrovirus Hu/C2-031108/Singapore/2008,Astrovirus Hu/C2-031108/Singapore/2008,,Astroviridae,,C2-031108,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2008-11-03,2010-07-18,ssRNA(+)
HM209121,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-031108,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2008-11-03,2010-07-18,ssRNA(+)
HM209122,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-261208,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2008-12-26,2010-07-18,ssRNA(+)
HM209123,,Human astrovirus 6,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C1-200109,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2009-01-20,2010-07-18,ssRNA(+)
HM209124,,Human astrovirus 8,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,C2-200109,373,partial,Singapore,Singapore,,,"Aw,T.G., Gin,K.Y., Gin,K.Y.-H.",2009-01-20,2010-07-18,ssRNA(+)
GQ174439,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174440,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174441,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174442,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174443,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174444,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174445,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174446,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174447,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174448,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174449,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174450,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174451,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174452,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174453,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174454,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174455,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174456,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174457,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174458,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174459,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174460,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174461,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174462,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174463,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174464,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174465,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174466,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174467,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174468,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174469,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174470,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174471,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
GQ174472,,Mamastrovirus 3,Mamastrovirus suis,Mamastrovirus,Astroviridae,,,430,partial,China,China,,feces,"Shan,T.L., Hua,X.G., Shang,X.G.",2008,2010-07-13,ssRNA(+)
HM120876,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,NM58983,1258,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J.",2009,2010-07-12,ssRNA(+)
HM120877,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,NM58982,1260,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J.",2009,2010-07-12,ssRNA(+)
HM120878,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,NM58946,1085,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J.",2009,2010-07-12,ssRNA(+)
GU222330,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF04-1/2,307,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2004-10,2010-07-04,ssRNA(+)
GU222331,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF07-13/7,301,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2007-07,2010-07-04,ssRNA(+)
GU222332,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF08-3a,307,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2008-02,2010-07-04,ssRNA(+)
GU222333,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF08-18/5,307,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2008-03,2010-07-04,ssRNA(+)
GU222334,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF08-29a,307,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2008-06,2010-07-04,ssRNA(+)
GU222335,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF04-01/2,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2004-10,2010-07-04,ssRNA(+)
GU222336,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF05-01/1,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2005-04,2010-07-04,ssRNA(+)
GU222337,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF05-01/5,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2005-04,2010-07-04,ssRNA(+)
GU222338,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF05-01/7,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2005-04,2010-07-04,ssRNA(+)
GU222339,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF05-01/8,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2005-04,2010-07-04,ssRNA(+)
